id,created_at,answers,metadata
16c2adee-08e4-4f74-b1af-ed39af1fbdd9,2025-05-08 18:33:25.037712+00,"{""1"":""Never - creativity can't be automated"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""The developers who built the system"",""5"":""True causal reasoning"",""6"":""2-3 (minimal communication overhead)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Market competition and user choice"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Denver"",""timestamp"":""2025-05-08T18:33:24.882Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
18d4d0aa-cb77-4896-9a62-25dcee973eec,2025-05-08 18:36:13.50029+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction"",""11"":""Great presentations with lots of insights from experts.""}","{""timeZone"":""America/Denver"",""timestamp"":""2025-05-08T18:36:12.807Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0""}"
19a40892-14a5-4e10-9be5-e2027da26d96,2025-05-08 18:35:44.916203+00,"{""1"":""Machines will write 99% of code by 2030"",""2"":""Traditional education systems"",""3"":""We ARE deploying them now"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction"",""11"":""""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-05-08T18:35:44.918Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15""}"
1b3e95bc-0fc7-4098-a940-ee65280bf20f,2025-04-30 16:21:35.518011+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""Regulatory/compliance concerns"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Indianapolis"",""timestamp"":""2025-04-30T16:21:34.139Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0""}"
1b5e6cda-4055-4c29-9224-7168ca96fdb9,2025-05-08 18:34:33.590388+00,"{""1"":""Never - creativity can't be automated"",""2"":""Knowledge work industry"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Focus on purely interpersonal/emotional work""}","{""timeZone"":""Europe/Berlin"",""timestamp"":""2025-05-08T18:34:33.407Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:138.0) Gecko/20100101 Firefox/138.0""}"
22534eeb-4f60-492f-881f-dc3515b391cb,2025-05-10 15:48:28.738208+00,"{""1"":""No opinion"",""2"":""No opinion"",""3"":""No opinion"",""4"":""No opinion"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""America/Winnipeg"",""timestamp"":""2025-05-10T15:48:28.236Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0""}"
229d4bf9-4d6a-4624-9005-b18215954799,2025-05-08 18:34:38.75472+00,"{""1"":""Never - creativity can't be automated"",""2"":""Corporate decision-making hierarchies"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The agents themselves (new legal frameworks needed)"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:34:38.526Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0""}"
241ebab6-9d5e-4b0a-8a65-0bd48c92181b,2025-05-08 18:34:49.55848+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Job security (including your own position)"",""8"":""Inability to truly understand human emotions"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:34:49.426Z"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0""}"
25e1e6ab-6152-4c4f-be0a-287cae1e25ec,2025-05-08 18:36:17.229567+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Berlin"",""timestamp"":""2025-05-08T18:36:16.972Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
27c89353-ff7d-4bcb-b7e4-1ba7d58b2151,2025-05-08 18:36:10.064648+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""No opinion"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""The need for human oversight"",""9"":""Market competition and user choice"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T18:36:09.929Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
281f7656-03a3-47a0-bf25-6fac753f274d,2025-05-12 16:18:52.808808+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""Fear of the unknown"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Inability to truly understand human emotions"",""9"":""No opinion"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Santiago"",""timestamp"":""2025-05-12T16:18:52.497Z"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36""}"
282deea6-4490-4c1a-9797-9a437e23c87c,2025-05-08 16:13:46.645311+00,"{""1"":""Never - creativity can't be automated"",""2"":""Knowledge work industry"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-05-08T16:13:44.887Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36 Edg/136.0.0.0""}"
290a33d3-645b-4e77-9a47-4d6d3799017f,2025-05-08 18:34:46.421833+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Control (allow autonomous decision execution)"",""8"":""Reasoning failures under uncertainty"",""9"":""Self-governing AI systems"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-05-08T18:34:46.235Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36""}"
2a8325c4-f95d-41af-b71e-98d09431495c,2025-05-08 18:48:49.303145+00,"{""1"":""Never - creativity can't be automated"",""2"":""Software development lifecycle"",""3"":""No opinion"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""The need for human oversight"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Belgrade"",""timestamp"":""2025-05-08T18:48:49.037Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
2acdef07-8a98-430b-8381-19a5468c8097,2025-05-08 18:34:34.576441+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""Technical leadership doesn't understand the potential"",""4"":""The agents themselves (new legal frameworks needed)"",""5"":""Perfect theory of mind about humans"",""6"":""2-3 (minimal communication overhead)"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Chicago"",""timestamp"":""2025-05-08T18:34:34.417Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0""}"
2d8de5e4-1290-4728-af40-fefc501f9d7f,2025-05-04 16:55:14.297182+00,"{""1"":""Already happening for simple tasks"",""2"":""Knowledge work industry"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""No opinion"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction"",""11"":""Answers a bit hard to pinpoint sometimes because of wording. Just broad concept answers :) thanks""}","{""timeZone"":""Europe/Zurich"",""timestamp"":""2025-05-04T16:55:12.564Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1""}"
2df28bee-9446-4492-9749-f801f85c17e1,2025-04-29 17:04:53.413305+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""Emergent consciousness"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Job security (including your own position)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Zagreb"",""timestamp"":""2025-04-29T17:04:53.069Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1""}"
31282e5f-8184-4a9e-bd84-87a155a35b9f,2025-05-09 01:20:53.780671+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Software development lifecycle"",""3"":""Fear of the unknown"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""Lack of genuine curiosity and self-directed learning"",""9"":""Market competition and user choice"",""10"":""Be largely unnecessary for knowledge work""}","{""timeZone"":""Asia/Jakarta"",""timestamp"":""2025-05-09T01:20:53.523Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
33259e83-f110-4f6f-8a05-c3473d8d6a96,2025-04-29 13:41:39.890006+00,"{""1"":""Never - creativity can't be automated"",""2"":""Knowledge work industry"",""3"":""Fear of the unknown"",""4"":""The company deploying the agents"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Chicago"",""timestamp"":""2025-04-29T13:41:39.525Z"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
33e653d8-5cae-4e20-a534-381d0cf2cb34,2025-05-02 02:33:38.896769+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""The company deploying the agents"",""5"":""Memory"",""6"":""No opinion"",""7"":""Job security (including your own position)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Australia/Melbourne"",""timestamp"":""2025-05-02T02:33:37.505Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
34f2fee0-c9c5-48dc-b235-a33beac13015,2025-04-29 13:40:42.556877+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Knowledge work industry"",""3"":""We ARE deploying them now"",""4"":""The agents themselves (new legal frameworks needed)"",""5"":""Self-modification of their own architecture"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-04-29T13:40:41.256Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
3530a7bd-10c4-45b8-a216-d53e55792bb6,2025-05-08 18:59:18.230711+00,"{""1"":""Already happening for simple tasks"",""2"":""Traditional education systems"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""2-3 (minimal communication overhead)"",""7"":""Privacy (complete work environment monitoring)"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-05-08T18:59:17.154Z"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36""}"
3982808b-97ed-4518-afa8-aff4dd85874a,2025-05-08 18:47:44.719092+00,"{""1"":""5-10 years for most programming tasks"",""2"":""Corporate decision-making hierarchies"",""3"":""We ARE deploying them now"",""4"":""No opinion"",""5"":""True causal reasoning"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""No opinion"",""8"":""Reasoning failures under uncertainty"",""9"":""Open source transparency"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""Europe/Madrid"",""timestamp"":""2025-05-08T18:47:43.507Z"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36""}"
41ea39ee-204d-424f-909f-ec9f0f1b6160,2025-05-05 21:01:21.208741+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""True causal reasoning"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""No opinion"",""8"":""The need for human oversight"",""9"":""Open source transparency"",""10"":""No opinion""}","{""timeZone"":""America/Vancouver"",""timestamp"":""2025-05-05T21:01:19.171Z"",""userAgent"":""Mozilla/5.0 (Android 14; Mobile; rv:137.0) Gecko/137.0 Firefox/137.0""}"
4e16d2e3-8d36-4019-b2b5-c9d4b1b9a906,2025-05-08 18:33:43.650837+00,"{""1"":""Already happening for simple tasks"",""2"":""No opinion"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""No opinion"",""5"":""No opinion"",""6"":""No opinion"",""7"":""No opinion"",""8"":""No opinion"",""9"":""No opinion"",""10"":""No opinion""}","{""timeZone"":""America/Los_Angeles"",""timestamp"":""2025-05-08T18:33:43.498Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
50da7b34-144b-4b38-845e-990f65a0aeca,2025-04-29 22:19:04.871279+00,"{""1"":""Already happening for simple tasks"",""2"":""Software development lifecycle"",""3"":""We ARE deploying them now"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Self-modification of their own architecture"",""6"":""5-10 (balance of specialization and coordination)"",""7"":""Job security (including your own position)"",""8"":""The need for human oversight"",""9"":""Market competition and user choice"",""10"":""Develop new types of work we can't yet imagine""}","{""timeZone"":""America/New_York"",""timestamp"":""2025-04-29T22:19:03.370Z"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1""}"
51472056-a198-49d6-b636-0a077fd9955a,2025-05-01 08:49:55.886607+00,"{""1"":""Never - creativity can't be automated"",""2"":""Traditional education systems"",""3"":""Regulatory/compliance or technical readiness concerns"",""4"":""All decisions need human approval (defeating the purpose)"",""5"":""Memory"",""6"":""Fluid/dynamic number based on task (emergent organization)"",""7"":""Nothing, the risks outweigh the benefits"",""8"":""Reasoning failures under uncertainty"",""9"":""Strong regulation and licensing"",""10"":""Provide oversight and creative direction""}","{""timeZone"":""Europe/Berlin"",""timestamp"":""2025-05-01T08:49:54.240Z"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36""}"
